index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
4278;I Heard a Rumour;Bananarama;1987;3.405583333;49;666;0.0977;666;962;5.40E-05;11;196;-4.087;38;123.372;4;0.92
4279;Home;Staind;1999;4.082216667;42;486;0.000645;486;784;255;6;211;-4.617;0.0359;123.29;4;302
4280;Nautical Disaster;The Tragically Hip;1994;4.71155;46;439;0.00252;439;907;436;7;106;-7.942;101;117.464;4;0.0395
4281;Mrs. Potters Lullaby;Counting Crows;1999;7.758216667;48;513;266;513;797;0.00392;8;336;-5.708;0.0305;95.848;4;716
4282;Let the Good Times Rock;Europe;1988;4.068433333;24;0.58;0.18;0.58;707;0;2;0.14;-12.25;0.0484;108.002;4;528
4283;Worth Fighting For;Blacklistt;2013;3.558883333;24;425;2.71E-06;425;818;5.74E-05;11;0.0912;-8.173;0.0431;129.836;4;323
4284;Reward;The Teardrop Explodes;1980;2.704433333;47;389;0.000637;389;746;0.000322;0;0.31;-4.353;0.0321;159.876;4;899
4285;Moving On;Steriogram;2010;2.97555;15;533;0.000439;533;859;73;6;103;-5.063;0.0326;121.003;4;0.49
4286;Rock 'N' Roll Damnation;AC/DC;1978;3.627333333;57;524;0.0327;524;995;147;9;0.0819;-2.676;106;133.596;4;323
4287;Cities On Flame with Rock and Roll;Blue Öyster Cult;1972;4.044;56;337;0.0716;337;886;0.00156;4;204;-8.607;98;177.713;4;648
4288;March Of The Pigs;Nine Inch Nails;1994;2.974883333;45;503;0.0218;503;903;197;2;0.0861;-7.427;0.0527;134.462;1;0.0586
4289;Soldier Girl;The Polyphonic Spree;2002;3.984433333;38;443;202;443;584;9.97E-06;0;0.0707;-7.264;0.0317;93.728;4;0.0518
4290;Think Twice;Eve 6;2003;3.724883333;48;526;0.00292;526;0.84;0;11;272;-4.159;0.0342;93.972;4;433
4291;I Don't Believe In Love - Remastered 2003;Queensrÿche;1988;4.392666667;53;562;0.0373;562;991;1.14E-05;7;425;-2.654;0.0745;118.004;4;266
4292;Hey There Delilah;Plain White T's;2005;3.87555;81;656;872;656;291;0;2;114;-10.572;0.0293;103.971;4;298
4293;Dark Star - Single Version;Grateful Dead;1977;2.696666667;49;377;882;377;0.0849;0.0607;2;0.19;-17.892;39;85.022;4;354
4294;Cum on Feel the Noize;Slade;1973;4.414666667;55;398;0.00155;398;0.86;683;7;154;-4.574;0.0663;138.09;4;564
4295;Peaches En Regalia;Frank Zappa;2016;3.648216667;50;378;281;378;691;827;11;0.0789;-11.624;0.0304;101.517;4;777
4296;Black Friday;Steely Dan;1975;3.686666667;45;528;0.00866;528;694;0.000189;11;141;-12.294;57;131.287;4;716
4297;All You Zombies;The Hooters;1985;5.952816667;53;531;265;531;0.76;0.0234;9;0.0734;-7.31;0.0648;86.545;4;579
4298;Coming Undone;Korn;2005;3.32955;72;687;0.000658;687;677;0.000146;2;0.0564;-4.172;0.0508;75.052;4;546
4299;Positive Bleeding;Urge Overkill;1993;3.7011;28;501;0.0015;501;895;1.12E-06;4;318;-7.443;46;127.605;4;675
4300;Chalk Dust Torture (Live) - 7/28/17 Chocolate;Phish;2018;24.09176667;30;382;117;382;704;799;7;183;-9.073;0.0358;94.113;4;579
4301;Stay (Faraway, So Close!);U2;1993;4.973766667;63;561;186;561;0.51;0.0575;8;0.0674;-12.175;0.0258;94.079;4;719
4302;Nothing Is Easy - 2001 Remaster;Jethro Tull;1969;4.405766667;35;436;146;436;651;0.0257;9;194;-11.818;0.0596;106.23;3;667
4303;Good Thing;Fine Young Cannibals;1988;3.364433333;63;747;0.0708;747;586;8.00E-05;9;0.0427;-10.119;0.0299;164.718;4;893
4304;Who Can It Be Now?;Men At Work;1981;3.387766667;58;807;0.0444;807;0.83;0.000358;4;0.0842;-4.04;0.0367;128.501;4;954
4305;You're Crazy;Guns N' Roses;1987;3.263333333;53;412;0.0122;412;0.98;0.0166;8;436;-7.181;112;122.129;4;259
4306;World Turning;Fleetwood Mac;1975;4.432216667;58;676;174;676;379;0.0072;2;0.0619;-19.42;31;115.237;4;818
4307;Supernova;Liz Phair;1994;2.814;42;517;0.000362;517;758;723;9;332;-10.457;0.0363;130.708;4;705
4308;Too Drunk to Fuck;Dead Kennedys;1987;2.67755;54;441;0.000548;441;966;0.000829;4;415;-4.876;0.0503;103.327;4;586
4309;Another Nail In My Heart;Squeeze;1980;2.936216667;41;557;109;557;0.6;9.47E-06;4;137;-14.442;0.0334;149.645;4;834
4310;Mother Sky (from Deep End);CAN;1994;6.6051;31;456;0.00473;456;0.67;0.0961;2;117;-8.337;42;142.762;4;403
4311;Renegade;Daughtry;2011;3.5951;45;0.53;0.00106;0.53;958;1.77E-05;7;0.0406;-3.304;0.0544;156.01;4;476
4312;Jeepster;T. Rex;1971;4.12955;48;394;0.0157;394;863;0.0116;9;0.0609;-6.239;101;193.552;4;907
4313;Wishing Well;Terence Trent D'Arby;1987;3.507766667;59;855;0.0965;855;461;0;10;201;-13.096;0.0564;104.96;4;833
4314;You Got That Right;Lynyrd Skynyrd;1977;3.788216667;44;537;0.0244;537;702;0.0505;0;0.21;-10.973;33;146.208;4;954
4315;I'm The Only One;Melissa Etheridge;1993;4.916666667;60;614;0.0448;614;476;0;0;0.0608;-9.648;0.0321;84.938;4;644
4316;Poison Arrow;ABC;1982;3.404433333;53;736;182;736;876;0.00776;11;119;-5.894;0.0839;125.843;4;802
4317;Bottom of a Bottle;Smile Empty Soul;2016;3.6971;61;537;0.00236;537;847;1.16E-06;6;0.0844;-5.208;0.0383;106.055;4;459
4318;Scooby Snacks;Fun Lovin' Criminals;1996;3.066666667;56;0.76;0.0139;0.76;577;0.0306;2;0.0745;-7.899;0.0339;104.61;4;293
4319;Complicated;Avril Lavigne;2002;4.0751;78;585;0.0572;585;776;7.74E-06;5;0.3;-5.898;0.0459;77.987;4;427
4320;Hot In The City;Billy Idol;1982;3.652216667;54;0.66;0.00316;0.66;897;2.25E-05;5;116;-5.558;0.0257;111.193;4;0.67
4321;If You Wanna Get To Heaven;The Ozark Mountain Daredevils;1973;3.074433333;50;0.77;595;0.77;589;3;0;0.0699;-12.556;0.0362;123.744;4;812
4322;Everyday Is A Winding Road;Sheryl Crow;1996;4.280433333;51;598;0.0393;598;668;4.68E-05;6;219;-8.312;0.0408;112.929;4;733
4323;Rock And Roll Never Forgets;Bob Seger;1976;3.8726;50;0.52;181;0.52;903;1.37E-05;4;136;-4.315;66;146.019;4;747
4324;Poem;Taproot;2002;3.153333333;58;364;0.000104;364;912;0.0025;7;86;-2.968;107;105.368;4;666
4325;Somebody's Crying;Chris Isaak;1995;2.804666667;44;539;231;539;579;0.0212;5;265;-8.058;0.0291;114.339;4;718
4326;The Clairvoyant - 2015 Remaster;Iron Maiden;1988;4.454883333;33;374;0.0623;374;944;2.13E-05;7;171;-3.746;106;102.195;4;467
4327;You See Me Crying;Aerosmith;1975;5.194433333;38;293;126;293;478;17;0;204;-9.539;0.0264;85.127;4;222
4328;I Should Have Known Better - Rerecorded;Jim Diamond;1993;4.139333333;52;488;163;488;0.33;0.00074;5;104;-13.301;0.0264;78.363;4;178
4329;Arthur's Theme (Best That You Can Do);Various Artists;1981;3.908216667;69;526;169;526;515;0.000816;9;181;-11.169;0.0389;136.543;4;518
4330;Radio Song;R.E.M.;1991;4.252216667;47;606;0.0593;606;945;0.0682;8;348;-5.436;0.0668;113.071;4;579
4331;The Power of Love;Jennifer Rush;1995;4.47;63;521;452;521;654;6.12E-05;8;0.0984;-6.993;0.0401;139.071;4;125
4332;2000 Man;Various Artists;2010;5.099333333;1;328;0.00132;328;849;0.000369;1;128;-4.289;66;130.78;4;574
4333;Waiting for a Girl like You;Foreigner;1981;4.867766667;70;0.33;0.31;0.33;469;2.30E-06;10;0.0402;-9.286;0.0335;201.327;4;433
4334;21st Century (Digital Boy);Bad Religion;1990;2.816883333;59;447;6.71E-05;447;979;0;5;316;-3.742;0.0565;133.685;4;633
4335;Heaven Is a Place on Earth;Belinda Carlisle;2013;4.108666667;70;0.64;0.0243;0.64;852;1.82E-06;1;0.0497;-8.119;0.0345;122.902;4;793
4336;I Knew I Loved You;Savage Garden;1999;4.172666667;70;0.61;0.32;0.61;497;6.11E-05;9;0.0884;-9.88;0.0279;85.031;4;739
4337;Alternative Ulster;Stiff Little Fingers;1979;2.731333333;53;439;0.0148;439;971;1.34E-05;11;255;-5.855;177;118.369;4;0.24
4338;Backstage Queen - Live / 2015 Remaster;Scorpions;1978;3.660883333;22;329;0.00115;329;943;102;1;0.61;-4.175;123;139.633;4;439
4339;Until The End;Breaking Benjamin;2006;4.213333333;57;298;0.00021;298;927;0;10;296;-4.396;0.0995;133.997;4;389
4340;Where'd You Go;The Mighty Mighty Bosstones;1992;3.446666667;47;664;0.0661;664;693;0.0131;2;0.0744;-11.277;0.0365;138.274;4;973
4341;Neat Neat Neat;The Damned;1977;2.692883333;52;437;0.00395;437;864;0;1;0.0804;-8.334;0.0586;88.445;4;585
4342;I'll Be There For You;Bon Jovi;1988;5.776433333;68;437;0.0532;437;727;0;2;103;-5.432;0.0293;73.029;4;233
4343;Babylon's Burning;The Ruts;1979;2.586433333;41;334;0.0219;334;925;0;9;186;-8.521;0.0663;168.393;4;577
4344;Chelsea Dagger;The Fratellis;2007;3.586216667;59;512;0.0505;512;817;0;7;0.0775;-3.154;142;154.607;4;552
4345;Love Walks In;Van Halen;1986;5.182216667;60;0.2;263;0.2;434;0;9;117;-14.274;0.0294;83.876;4;0.37
4346;Teenage Warning;Angelic Upstarts;1979;3.039333333;19;0.19;0.00581;0.19;963;0;7;114;-4.493;148;174.412;4;296
4347;Fa Fa;Guster;1999;4.732666667;35;675;255;675;787;0.00155;11;0.0463;-7.492;0.0261;115.587;4;752
4348;Out Ta Get Me;Guns N' Roses;1987;4.392883333;50;395;0.0257;395;988;146;11;353;-4.877;111;140.849;4;365
4349;(Get A) Grip [on Yourself] - 1996 Remaster;The Stranglers;1977;3.999766667;40;521;0.000909;521;854;108;7;106;-9.245;46;141.847;4;777
4350;You Wouldn't Know;HELLYEAH;2007;4.302666667;49;409;0.000248;409;916;0.0113;8;125;-3.181;0.0511;147.171;4;0.12
4351;Today;Jefferson Airplane;1967;2.9591;60;0.51;695;0.51;0.31;0;2;128;-13.647;0.0291;90.074;4;292
4352;I Heard It Through The Grapevine;The Slits;1979;3.978666667;52;714;0.000486;714;665;539;11;0.0728;-8.213;198;129.924;4;885
4353;Parisienne Walkways;Gary Moore;1978;3.34845;39;367;661;367;149;0.0696;9;132;-18.256;0.0282;87.795;4;233
4354;Expresso Love;Dire Straits;1980;5.190433333;52;599;467;599;868;31;2;0.0684;-8.587;0.0303;140.149;4;858
4355;Rock Your Body;Justin Timberlake;2002;4.454433333;72;891;202;891;714;0.000234;4;0.0521;-6.055;0.14;100.972;4;818
4356;My Own Summer (Shove It);Deftones;1997;3.579333333;68;443;1.33E-05;443;781;205;1;166;-4.277;0.0377;71.841;4;372
4357;Come Undone;Robbie Williams;2002;4.640666667;56;375;0.0385;375;0.57;4.37E-06;11;354;-5.364;0.0283;167.734;4;255
4358;Dog Eat Dog;AC/DC;1977;3.580883333;56;596;0.0289;596;792;252;10;458;-5.556;0.0768;137.391;4;394
4359;Lonely No More;Rob Thomas;2005;3.777333333;56;551;33;551;896;0;9;0.0899;-3.152;109;171.79;4;858
4360;Lazy Sunday (Mono Version) (2018 Remaster);Small Faces;2018;3.047566667;41;577;101;577;644;1.18E-05;2;695;-8.056;55;134.084;4;313
4361;Four to the Floor;Starsailor;2003;3.849333333;48;0.53;0.0274;0.53;782;0.000187;1;0.0688;-6.872;0.0259;93.105;4;717
4362;Never Let You Go - 2008 Remaster;Third Eye Blind;1999;3.954;64;728;0.0814;728;0.94;0.000162;4;109;-5.034;0.0368;113.76;4;967
4363;Highly Evolved;The Vines;2002;1.573766667;35;599;0.00232;599;0.99;0.000142;4;305;-3.669;187;131.446;4;353
4364;For You;Bruce Springsteen;1973;4.654883333;47;546;486;546;686;0;5;331;-8.041;0.0839;137.173;4;703
4365;Woman;Wolfmother;2005;2.927766667;60;191;2.78E-05;191;948;0.0864;9;0.0945;-3.496;217;150.753;4;215
4366;Rip Her To Shreds - Remastered;Blondie;1976;3.380433333;40;571;0.0542;571;764;1.18E-05;9;0.22;-6.987;0.0291;122.846;4;863
4367;Pink;Aerosmith;1997;3.922666667;62;432;0.0134;432;751;4.58E-06;0;126;-5.124;0.0423;171.85;4;776
4368;Crazy Horses;The Osmonds;1972;2.552883333;44;512;215;512;977;0;2;343;-4.505;0.0671;120.165;4;731
4369;Siberian Khatru - 2003 Remaster;Yes;1972;8.882433333;41;348;27;348;738;0.0185;11;134;-8.401;0.0443;118.668;4;577
4370;Ordinary World;Duran Duran;1993;5.67;73;472;0.0131;472;652;1.12E-05;1;0.14;-10.171;0.0305;140.124;4;401
4371;"Burning Heart - From ""Rocky IV"" Soundtrack";Various Artists;1985;3.845333333;63;651;221;651;665;7.91E-06;9;0.0403;-7.43;0.0269;97.996;4;647
4372;Short People;Randy Newman;1977;2.948883333;48;0.68;731;0.68;617;0.0674;2;0.12;-5.849;0.0378;121.356;4;0.54
4373;Prisoners In Paradise;Europe;1991;5.6151;42;388;0.0443;388;561;0;0;0.0763;-7.456;0.0302;141.45;4;0.3
4374;Sweet Sweet Love - Radio Edit;Russell Morris;1978;4.444;36;402;248;402;386;5.34E-05;2;215;-17.293;0.0563;85.978;4;0.26
4375;"Run with the Pack - Single Edit; 2015 Remaster";Bad Company;2015;3.596;35;547;0.0998;547;806;0.000715;7;162;-8.185;0.0299;119.565;4;0.76
4376;Sister;The Nixons;1995;4.48;49;331;0.00126;331;0.77;0;6;115;-6.91;0.0319;170.805;4;393
4377;Meet On The Ledge - Live;Fairport Convention;2020;5.260083333;1;406;792;406;0.47;0.00922;7;688;-6.938;0.0303;119.77;4;0.28
4378;The Loco-Motion - Remastered 2002;Grand Funk Railroad;1974;2.763333333;48;456;375;456;933;0;0;563;-5.212;153;125.051;4;367
4379;(Oh la la) Jag vill ha dej;Ulf Lundell;1995;4.598883333;49;617;0.0158;617;693;0;4;424;-9.007;0.0586;136.88;4;897
4380;Action;Streetheart;1978;4.795733333;33;566;0.00765;566;839;0.00933;1;107;-6.176;0.0401;115.869;4;352
4381;Burn Down The Mission - Piano Demo;Elton John;2020;7.1;24;449;915;449;281;695;0;0.17;-14.947;38;116.325;4;0.0738
4382;Seven Wonders - 2017 Remaster;Fleetwood Mac;1987;3.706666667;69;707;0.0259;707;625;5.42E-05;4;104;-9.529;0.0303;119.049;4;634
4383;You Got the Style;Athlete;2003;3.472;32;612;0.0225;612;816;0;6;107;-3.695;0.0357;144.157;4;575
4384;Angry Eyes;Loggins & Messina;1971;7.676;50;564;33;564;634;108;0;102;-10.204;0.0346;158.908;4;838
4385;Twisted Transistor;Korn;2005;3.148883333;67;0.58;0.00043;0.58;983;0.00694;5;0.0801;-3.291;0.0636;110.053;4;416
4386;Sister Moonshine;Supertramp;1975;5.262883333;43;419;152;419;816;0.00725;2;265;-6.697;0.0601;104.108;4;503
4387;Pink Cadillac;Natalie Cole;1987;4.477766667;43;901;0.41;901;576;9.72E-05;5;0.0447;-10.314;0.0566;124.995;4;959
4388;Sleeping My Day Away;D-A-D;1989;4.396216667;44;448;0.00846;448;763;2.21E-05;8;0.0607;-11.366;0.0447;145.872;4;672
4389;Ain't That a Shame - Live at Nippon Budokan, Tokyo, JPN - April 1978;Cheap Trick;1978;5.154433333;37;444;0.000963;444;0.93;654;9;824;-8.497;0.0715;134.986;4;137
4390;Move Your Feet;Junior Senior;2002;3.030433333;67;747;46;747;904;106;9;203;-2.623;0.0803;118.877;4;846
4391;Lay Your Hands On Me;Bon Jovi;2010;3.82155;51;332;177;332;967;0;2;308;-3.859;0.0679;100.497;4;389
4392;Sheep Go To Heaven;Cake;1998;3.80155;50;638;0.0178;638;677;1.17E-05;4;117;-8.867;0.04;102.591;4;787
4393;The Things That I Used To Do;Guitar Slim;1991;3.00755;47;0.48;812;0.48;303;0;5;0.0889;-13.675;0.0384;98.282;3;643
4394;Dark Star;POLIÇA;2011;5.008666667;33;764;0.0441;764;746;0.51;11;0.0948;-6.677;0.0347;110.014;4;715
4395;I'm Free;The Soup Dragons;2012;3.528216667;49;645;0.0973;645;931;2.49E-05;7;0.0739;-6.041;0.0752;103.273;4;876
4396;Message of Love;Pretenders;1987;3.426216667;35;633;0.0726;633;601;0.00898;10;287;-13.359;112;143.416;4;557
4397;Anybody Seen My Baby? - Remastered;The Rolling Stones;1997;4.519333333;60;605;0.00286;605;742;0.00105;4;256;-4.363;0.0327;105.04;4;0.47
4398;If This Is It;Huey Lewis & The News;1983;3.904433333;45;512;155;512;493;4.56E-06;7;128;-12.964;0.0276;146.668;3;836
4399;No One;Cold;2000;3.288883333;43;505;0.0321;505;828;0;5;138;-5.294;0.0419;130.565;4;0.31
4400;Prelude / Angry Young Man;Billy Joel;1976;5.277333333;48;459;316;459;0.69;7.55E-05;7;354;-10.156;0.0469;91.912;4;704
4401;Ain't Wastin' Time No More;Allman Brothers Band;1972;3.698166667;57;453;337;453;607;0.0237;3;0.0998;-13.4;0.0345;91.468;4;724
4402;I'm Shipping Up To Boston;Dropkick Murphys;2005;2.56;70;452;0.000706;452;928;0.000637;2;226;-3.133;79;129.188;4;0.6
4403;Overdose;AC/DC;1977;6.150883333;43;401;0.0146;401;723;209;9;167;-4.348;0.0552;127.781;4;247
4404;Fantasy;Aldo Nova;1982;5.054883333;53;515;4.70E-05;515;878;0.000349;0;138;-6.808;0.0707;131.268;4;371
4405;Promise Everything;Basement;2017;2.618;46;0.3;2.67E-05;0.3;957;1.58E-05;4;266;-5.993;112;76.256;4;352
4406;Sara;Starship;1985;4.88;59;642;352;642;805;1.02E-06;10;118;-5.675;0.0336;100.273;4;365
4407;Me and Julio Down by the Schoolyard - Demo - San Francisco 2/71;Paul Simon;1972;2.458883333;32;645;863;645;317;0;2;159;-14.589;42;96.834;4;723
4408;So Hard Done By;The Tragically Hip;1994;3.478883333;42;0.67;0.00963;0.67;0.38;0.0185;0;114;-11.539;44;122.988;4;845
4409;Breakdown;Tantric;2001;3.177766667;58;569;0.00936;569;945;0;8;121;-5.673;0.0503;100.04;4;483
4410;I Got Mine;The Black Keys;2008;3.985766667;51;252;0.0292;252;827;508;9;173;-6.336;0.0406;157.725;4;475
4411;Since U Been Gone;Kelly Clarkson;2004;3.149333333;72;662;0.00165;662;741;0.0303;0;114;-5.406;0.0334;131;4;404
4412;Don't Mess with Doctor Dream;Thompson Twins;1985;4.41755;29;745;0.0188;745;805;0.0299;0;0.0676;-7.47;0.0395;111.82;4;837
4413;Ung & kåt - Live;Ebba Grön;1998;2.962216667;26;156;0.000122;156;966;573;9;315;-4.101;0.0854;83.834;4;455
4414;People Have the Power;Patti Smith;1988;5.173333333;53;622;0.0349;622;737;4.60E-06;2;318;-9.296;0.0289;130.255;4;742
4415;I'll Have To Say I Love You In A Song;Jim Croce;1973;2.5771;62;536;833;536;446;0.0103;9;106;-14.98;29;133.785;4;707
4416;My Friend Of Misery;Metallica;1991;6.796216667;55;582;0.000283;582;819;0.0167;9;0.0996;-8.092;0.0345;119.513;4;394
4417;Do The Trick;Dr. Dog;2012;4.540216667;33;552;211;552;813;1.83E-05;11;0.0704;-4.623;0.0309;97.707;4;821
4418;When My Time Comes;Dawes;2009;5.13955;57;327;722;327;501;0.00245;9;113;-8.885;0.0434;115.199;4;377
4419;Wind Him Up;Saga;1982;5.91155;32;491;177;491;0.57;0.00435;0;541;-15.369;0.0402;131.602;4;389
4420;Black and Blue;Brand New Sin;2005;3.269333333;17;238;9.92E-06;238;895;0.00214;1;421;-5.557;0.0657;143.53;4;536
4421;Til I Am Myself Again - Remastered 2012 version;Blue Rodeo;1990;3.997333333;46;573;0.0308;573;907;3.02E-06;7;415;-4.138;0.0372;128.87;4;837
4422;When The World Is Running Down, You Make The Best Of What's Still Around;The Police;1980;3.6111;50;768;0.0422;768;647;0.00104;7;0.0947;-7.436;0.0685;123.937;4;802
4423;How Long;Ace;1974;3.403766667;61;717;587;717;406;103;0;0.0869;-13.954;0.0305;123.213;4;703
4424;Amazing;Alex Lloyd;2001;3.386883333;50;527;0.00232;527;741;1.52E-06;9;0.0694;-7.344;0.0303;100.01;4;0.6
4425;Back In The High Life Again;Steve Winwood;1986;5.597333333;59;603;0.29;603;503;0.00128;2;135;-14.862;0.0379;168.512;4;647
4426;Duck And Run;3 Doors Down;2000;3.843333333;42;524;0.0149;524;919;7.05E-05;4;131;-5.505;0.0436;87.931;4;848
4427;Give It Up;KC & The Sunshine Band;2016;4.237333333;63;862;0.0192;862;624;0.000153;3;0.0465;-11.63;0.0565;124.896;4;882
4428;Head Games;Foreigner;1979;3.628433333;55;678;0.0139;678;693;0;1;0.0596;-6.133;0.0249;107.415;4;623
4429;Forever Young - Live;Tyketto;2017;6.602416667;31;231;0.00178;231;922;0.0131;9;965;-5.087;0.09;111.766;4;221
4430;Snowblind - 2014 Remaster;Black Sabbath;1972;5.4388;48;435;0.000196;435;751;0.0118;6;0.0854;-12.133;0.0383;116.956;4;604
4431;Buried Myself Alive;The Used;2002;4.03555;56;0.26;0.00108;0.26;923;0;7;763;-5.023;157;170.605;4;387
4432;A Better Man;Thunder;2009;3.715333333;26;456;354;456;256;0;2;101;-13.282;0.0294;142.377;4;325
4433;Unchain My Heart;Joe Cocker;1987;5.07155;64;751;0.0214;751;674;0.000143;9;0.32;-12.976;0.0425;117.969;4;696
4434;Mahgeetah;My Morning Jacket;2016;5.930883333;30;242;106;242;838;0.0852;5;713;-6.052;61;118.185;4;418
4435;That's What Friends Are For - (Instrumental Version - Flute) [In The Style Of Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder];The Versionarys;2010;4.266666667;0;431;0.54;431;514;698;3;123;-10.743;0.0318;119.828;4;245
4436;You're Lost Little Girl;The Doors;1967;3.00955;52;509;0.63;509;386;6.18E-05;4;125;-10.401;0.0269;111.7;4;389
4437;Every Morning;Sugar Ray;1998;3.664433333;64;833;0.0834;833;679;0.00258;8;0.0769;-4.496;0.0365;109.916;4;975
4438;Just My Imagination (Running Away With Me) - Remastered;The Rolling Stones;1978;4.636216667;43;452;452;452;908;279;2;318;-2.535;0.0567;112.872;4;792
4439;Meeting Across the River;Bruce Springsteen;1975;3.278433333;43;464;819;464;0.29;0.000136;8;175;-10.384;0.0279;104.659;4;256
4440;Time Bomb - Live;Old 97's;2005;4.803333333;10;247;102;247;946;9.18E-06;0;778;-5.541;156;130.657;4;335
4441;Beautiful Girls - 2015 Remaster;Van Halen;1979;3.937333333;57;284;0.0462;284;869;0;1;306;-5.833;0.12;205.025;4;499
4442;The Wreck of the Edmund Fitzgerald;Gordon Lightfoot;1976;6.488;61;308;116;308;376;2.52E-06;4;166;-15.24;0.0626;186.047;3;158
4443;The Living Years;Mike & The Mechanics;1988;5.538883333;67;527;655;527;429;0;8;0.0865;-12.431;0.0321;97.893;4;277
4444;Reminiscing - Remastered;Little River Band;1978;4.218;65;0.54;652;0.54;465;0.00544;7;132;-11.259;0.0302;94.731;4;341
4445;Age of Reason;John Farnham;1988;5.104433333;40;644;0.0155;644;698;0.00136;11;296;-11.87;0.0356;119.99;4;782
4446;Fins;Jimmy Buffett;1985;3.410666667;47;661;0.00895;661;645;0;4;0.0362;-13.52;0.0487;136.693;4;0.93
4447;Lonely Nights;Bryan Adams;1981;3.774433333;34;505;0.00514;505;633;2.58E-06;4;0.13;-10.189;0.0292;131.974;4;548
4448;Flyktsoda;Ebba Grön;1987;3.92555;22;439;121;439;805;0.000743;0;0.0854;-11.23;0.0383;150.97;4;638
4449;Fall At Your Feet;Crowded House;1991;3.313333333;62;0.65;457;0.65;371;0.0116;0;102;-13.623;26;102.583;4;561
4450;Angry Johnny;Poe;1995;4.30665;40;545;667;545;495;1.01E-05;6;143;-11.116;0.0369;176.916;4;614
4451;Young Bucks;Dinosaur Feathers;2012;3.052666667;7;407;148;407;928;2.10E-05;1;0.33;-4.722;0.0584;78.811;4;741
4452;Mother Nature's Son - Remastered 2009;The Beatles;1968;2.800433333;53;608;634;608;178;352;2;166;-17.109;0.0264;84.78;4;401
4453;Snowbird;Anne Murray;1998;2.2371;48;531;256;531;0.48;0.000136;9;0.0908;-10.633;0.0366;104.117;4;881
4454;Richard III;Supergrass;1997;3.188633333;44;0.13;3.14E-06;0.13;622;762;10;106;-10.951;0.0482;145.233;4;235
4455;Yeah, Whatever;Splender;1999;3.71;37;463;3;463;959;0;0;0.16;-3.724;0.0438;94.35;4;553
4456;Just Between You And Me;April Wine;1981;3.926;48;511;408;511;308;2.20E-05;7;0.15;-15.021;0.0247;83.546;4;377
4457;Accidents Will Happen;Elvis Costello & The Attractions;1979;3.016433333;40;0.61;0.0464;0.61;653;0.0162;9;354;-9.008;0.0284;120.126;4;693
4458;Hey Leonardo (She Likes Me for Me);Blessid Union Of Souls;1999;3.453766667;53;611;0.0384;611;871;1.21E-06;1;0.0965;-2.965;0.0393;103.094;4;0.7
4459;Carouselambra - Remaster;Led Zeppelin;1979;10.56688333;36;345;0.00662;345;0.88;306;2;0.0498;-8.62;0.0349;110.979;4;609
4460;Runaway;The Corrs;1995;4.418883333;63;423;641;423;598;1.24E-06;5;0.34;-7.443;0.0268;151.972;3;521
4461;I Drink Alone;George Thorogood & The Destroyers;1985;4.59155;54;344;0.00942;344;796;0.00186;9;0.0984;-11.731;0.0407;96.95;4;601
4462;Live Wire;AC/DC;1976;5.81;58;586;0.0122;586;0.84;0.0116;7;0.0842;-5.341;0.0487;132.36;4;0.0784
4463;Ready to Start;Arcade Fire;2010;4.264883333;63;282;0.12;282;932;0.0335;9;0.0692;-4.701;0.0387;190.08;4;536
4464;Blacken My Thumb;The Datsuns;2004;2.768883333;23;257;0.000182;257;957;0.000157;7;0.35;-2.228;0.0992;174.932;4;287
4465;I Love My Leather Jacket;The Chills;1986;2.9811;29;509;594;509;804;712;9;258;-7.949;0.0347;135.769;4;837
4466;Portrait (He Knew);Kansas;1977;4.600433333;39;462;0.0253;462;0.75;6.18E-05;0;68;-6.519;44;133.499;3;847
4467;Cendrillon - Remasterisé en 2015;Téléphone;1982;3.975766667;53;438;346;438;717;0.0446;9;116;-5.959;0.0349;147.757;4;261
4468;The E Street Shuffle;Bruce Springsteen;1973;4.456666667;37;469;0.0922;469;934;0.000128;0;302;-8.05;115;130.775;4;835
4469;Boulevard;Jackson Browne;1980;3.346666667;40;541;339;541;855;1.80E-06;9;0.0821;-7.058;0.0625;141.142;4;0.82
4470;Superstar/ Rainy Days & Mondays/Goodbye To Love - Live 1974;Carpenters;2020;7.6332;28;0.22;0.0382;0.22;637;9.77E-05;5;974;-8.785;0.0458;84.38;4;342
4471;Royal Oil;The Mighty Mighty Bosstones;1997;2.648883333;40;733;277;733;666;0.000305;9;352;-7.534;0.0445;132.669;4;968
4472;One Step Ahead;Split Enz;1981;2.863766667;27;683;357;683;346;0.00031;9;112;-14.524;0.0338;100.915;4;689
4473;Cigarettes Will Kill You;Ben Lee;1998;3.832216667;33;702;0.0388;702;618;0.00486;8;0.0622;-7.555;0.0278;114.961;4;503
4474;Shine;Starseed;2020;3.6176;0;529;0.0206;529;781;8.02E-05;9;0.13;-7.16;0.0414;155.106;4;719
4475;Big Sur;The Thrills;2003;3.122;45;554;0.0664;554;855;0.000178;9;356;-4.17;0.0351;130.092;4;835
4476;Life;Our Lady Peace;2000;4.38555;36;413;0.0183;413;814;0;1;164;-5.398;0.0699;174.126;4;523
4477;I Don't Want to Be - Stripped Version;Gavin DeGraw;2004;4.072216667;58;545;142;545;582;0;8;144;-7.377;0.0368;147.082;4;536
